DBN,Grade,Year,Demographic,NumberTeted,Meancalecore,NumLevel1,PctLevel1,NumLevel2,PctLevel2,NumLevel3,PctLevel3,NumLevel4,PctLevel4,NumLevel3and4,PctLevel3and4
25Q244,All Grade,2014,All tudent,68,339,1,1.5,10,14.7,21,30.9,36,52.9,57,83.8
25Q244,All Grade,2015,All tudent,68,339,1,1.5,12,17.6,17,25,38,55.9,55,80.9
25Q244,All Grade,2016,All tudent,66,341,0,0,6,9.1,25,37.9,35,53,60,90.9
25Q244,All Grade,2017,All tudent,83,339,1,1.2,8,9.6,34,41,40,48.2,74,89.2
25Q250,6,2013,All tudent,92,288,37,40.2,43,46.7,8,8.7,4,4.3,12,13
25Q250,6,2014,All tudent,89,298,26,29.2,36,40.4,19,21.3,8,9,27,30.3
25Q250,6,2015,All tudent,119,290,50,42,43,36.1,13,10.9,13,10.9,26,21.8
25Q250,6,2016,All tudent,131,297,44,33.6,44,33.6,29,22.1,14,10.7,43,32.8
25Q250,6,2017,All tudent,113,288,48,42.5,37,32.7,13,11.5,15,13.3,28,24.8
25Q250,7,2013,All tudent,101,302,32,31.7,46,45.5,20,19.8,3,3,23,22.8
25Q250,7,2014,All tudent,114,296,44,38.6,52,45.6,14,12.3,4,3.5,18,15.8
25Q250,7,2015,All tudent,100,300,33,33,46,46,14,14,7,7,21,21
25Q250,7,2016,All tudent,123,301,47,38.2,38,30.9,23,18.7,15,12.2,38,30.9
25Q250,7,2017,All tudent,138,305,42,30.4,44,31.9,37,26.8,15,10.9,52,37.7
25Q250,8,2013,All tudent,133,301,49,36.8,51,38.3,21,15.8,12,9,33,24.8
25Q250,8,2014,All tudent,113,299,41,36.3,42,37.2,19,16.8,11,9.7,30,26.5
25Q250,8,2015,All tudent,124,299,42,33.9,54,43.5,17,13.7,11,8.9,28,22.6
25Q250,8,2016,All tudent,103,304,29,28.2,43,41.7,25,24.3,6,5.8,31,30.1
25Q250,8,2017,All tudent,118,295,45,38.1,43,36.4,14,11.9,16,13.6,30,25.4
25Q250,All Grade,2013,All tudent,326,298,118,36.2,140,42.9,49,15,19,5.8,68,20.9
25Q250,All Grade,2014,All tudent,316,298,111,35.1,130,41.1,52,16.5,23,7.3,75,23.7
25Q250,All Grade,2015,All tudent,343,296,125,36.4,143,41.7,44,12.8,31,9,75,21.9
25Q250,All Grade,2016,All tudent,357,300,120,33.6,125,35,77,21.6,35,9.8,112,31.4
25Q250,All Grade,2017,All tudent,369,296,135,36.6,124,33.6,64,17.3,46,12.5,110,29.8
25Q252,6,2013,All tudent,82,305,17,20.7,37,45.1,19,23.2,9,11,28,34.1
25Q252,6,2014,All tudent,78,316,9,11.5,34,43.6,16,20.5,19,24.4,35,44.9
25Q252,6,2015,All tudent,81,308,14,17.3,40,49.4,12,14.8,15,18.5,27,33.3
25Q252,6,2016,All tudent,71,295,22,31,31,43.7,15,21.1,3,4.2,18,25.4
25Q252,6,2017,All tudent,92,303,26,28.3,27,29.3,25,27.2,14,15.2,39,42.4
25Q252,7,2013,All tudent,101,319,20,19.8,35,34.7,32,31.7,14,13.9,46,45.5
25Q252,7,2014,All tudent,78,306,25,32.1,26,33.3,23,29.5,4,5.1,27,34.6
25Q252,7,2015,All tudent,74,318,11,14.9,29,39.2,20,27,14,18.9,34,45.9
25Q252,7,2016,All tudent,74,301,23,31.1,33,44.6,15,20.3,3,4.1,18,24.3
25Q252,7,2017,All tudent,70,294,31,44.3,23,32.9,15,21.4,1,1.4,16,22.9
25Q252,8,2013,All tudent,81,321,10,12.3,33,40.7,19,23.5,19,23.5,38,46.9
25Q252,8,2014,All tudent,77,303,15,19.5,40,51.9,22,28.6,0,0,22,28.6
25Q252,8,2015,All tudent,58,293,19,32.8,33,56.9,5,8.6,1,1.7,6,10.3
25Q252,8,2016,All tudent,47,292,15,31.9,26,55.3,5,10.6,1,2.1,6,12.8
25Q252,All Grade,2013,All tudent,264,315,47,17.8,105,39.8,70,26.5,42,15.9,112,42.4
25Q252,All Grade,2014,All tudent,233,308,49,21,100,42.9,61,26.2,23,9.9,84,36.1
25Q252,All Grade,2015,All tudent,213,308,44,20.7,102,47.9,37,17.4,30,14.1,67,31.5
25Q252,All Grade,2016,All tudent,192,296,60,31.3,90,46.9,35,18.2,7,3.6,42,21.9
25Q252,All Grade,2017,All tudent,162,299,57,35.2,50,30.9,40,24.7,15,9.3,55,34
25Q281,6,2013,All tudent,78,327,11,14.1,14,17.9,21,26.9,32,41,53,67.9
25Q281,6,2014,All tudent,95,333,8,8.4,17,17.9,24,25.3,46,48.4,70,73.7
25Q281,6,2015,All tudent,106,334,5,4.7,22,20.8,31,29.2,48,45.3,79,74.5
25Q281,6,2016,All tudent,107,338,10,9.3,19,17.8,13,12.1,65,60.7,78,72.9
25Q281,6,2017,All tudent,98,342,3,3.1,18,18.4,23,23.5,54,55.1,77,78.6
25Q281,7,2013,All tudent,88,331,10,11.4,21,23.9,28,31.8,29,33,57,64.8
25Q281,7,2014,All tudent,81,337,9,11.1,11,13.6,27,33.3,34,42,61,75.3
25Q281,7,2015,All tudent,93,329,12,12.9,20,21.5,32,34.4,29,31.2,61,65.6
25Q281,7,2016,All tudent,107,334,11,10.3,22,20.6,30,28,44,41.1,74,69.2
25Q281,7,2017,All tudent,108,336,12,11.1,12,11.1,32,29.6,52,48.1,84,77.8
25Q281,8,2013,All tudent,87,329,5,5.7,24,27.6,32,36.8,26,29.9,58,66.7
25Q281,8,2015,All tudent,23,301,7,30.4,12,52.2,3,13,1,4.3,4,17.4
25Q281,8,2016,All tudent,34,308,9,26.5,12,35.3,8,23.5,5,14.7,13,38.2
25Q281,8,2017,All tudent,47,312,6,12.8,20,42.6,17,36.2,4,8.5,21,44.7
25Q281,All Grade,2013,All tudent,253,329,26,10.3,59,23.3,81,32,87,34.4,168,66.4
25Q281,All Grade,2014,All tudent,176,335,17,9.7,28,15.9,51,29,80,45.5,131,74.4
25Q281,All Grade,2015,All tudent,222,329,24,10.8,54,24.3,66,29.7,78,35.1,144,64.9
25Q281,All Grade,2016,All tudent,248,332,30,12.1,53,21.4,51,20.6,114,46,165,66.5
25Q281,All Grade,2017,All tudent,253,334,21,8.3,50,19.8,72,28.5,110,43.5,182,71.9
25Q285,6,2013,All tudent,82,316,8,9.8,35,42.7,21,25.6,18,22,39,47.6
25Q285,6,2014,All tudent,75,320,2,2.7,32,42.7,23,30.7,18,24,41,54.7
25Q285,6,2015,All tudent,69,317,9,13,26,37.7,20,29,14,20.3,34,49.3
25Q285,6,2016,All tudent,70,310,9,12.9,32,45.7,16,22.9,13,18.6,29,41.4
25Q285,6,2017,All tudent,83,306,18,21.7,36,43.4,16,19.3,13,15.7,29,34.9
25Q285,7,2013,All tudent,76,311,16,21.1,42,55.3,13,17.1,5,6.6,18,23.7
25Q285,7,2014,All tudent,74,314,12,16.2,32,43.2,26,35.1,4,5.4,30,40.5
25Q285,7,2015,All tudent,77,313,12,15.6,34,44.2,26,33.8,5,6.5,31,40.3
25Q285,7,2016,All tudent,69,312,12,17.4,31,44.9,19,27.5,7,10.1,26,37.7
25Q285,7,2017,All tudent,68,318,8,11.8,32,47.1,17,25,11,16.2,28,41.2
25Q285,8,2013,All tudent,79,306,16,20.3,40,50.6,17,21.5,6,7.6,23,29.1
25Q285,8,2014,All tudent,73,312,11,15.1,41,56.2,16,21.9,5,6.8,21,28.8
25Q285,8,2017,All tudent,60,304,17,28.3,23,38.3,15,25,5,8.3,20,33.3
25Q285,All Grade,2013,All tudent,237,311,40,16.9,117,49.4,51,21.5,29,12.2,80,33.8
25Q285,All Grade,2014,All tudent,222,315,25,11.3,105,47.3,65,29.3,27,12.2,92,41.4
25Q285,All Grade,2015,All tudent,146,315,21,14.4,60,41.1,46,31.5,19,13,65,44.5
25Q285,All Grade,2016,All tudent,139,311,21,15.1,63,45.3,35,25.2,20,14.4,55,39.6
25Q285,All Grade,2017,All tudent,211,309,43,20.4,91,43.1,48,22.7,29,13.7,77,36.5
25Q294,6,2013,All tudent,139,320,18,12.9,52,37.4,20,14.4,49,35.3,69,49.6
25Q294,6,2014,All tudent,95,329,6,6.3,27,28.4,19,20,43,45.3,62,65.3
25Q294,6,2015,All tudent,131,327,10,7.6,30,22.9,43,32.8,48,36.6,91,69.5
25Q294,6,2016,All tudent,128,331,12,9.4,27,21.1,30,23.4,59,46.1,89,69.5
25Q294,6,2017,All tudent,95,326,13,13.7,21,22.1,23,24.2,38,40,61,64.2
25Q294,7,2013,All tudent,129,320,19,14.7,49,38,33,25.6,28,21.7,61,47.3
25Q294,7,2014,All tudent,138,316,32,23.2,47,34.1,38,27.5,21,15.2,59,42.8
25Q294,7,2015,All tudent,97,326,13,13.4,28,28.9,35,36.1,21,21.6,56,57.7
25Q294,7,2016,All tudent,121,334,11,9.1,28,23.1,37,30.6,45,37.2,82,67.8
25Q294,7,2017,All tudent,128,332,12,9.4,26,20.3,42,32.8,48,37.5,90,70.3
25Q294,8,2013,All tudent,91,315,17,18.7,36,39.6,24,26.4,14,15.4,38,41.8
25Q294,8,2014,All tudent,62,289,27,43.5,30,48.4,4,6.5,1,1.6,5,8.1
25Q294,8,2015,All tudent,62,283,32,51.6,27,43.5,3,4.8,0,0,3,4.8
25Q294,8,2016,All tudent,15,285,6,40,9,60,0,0,0,0,0,0
25Q294,8,2017,All tudent,15,291,6,40,7,46.7,2,13.3,0,0,2,13.3
25Q294,All Grade,2013,All tudent,359,319,54,15,137,38.2,77,21.4,91,25.3,168,46.8
25Q294,All Grade,2014,All tudent,295,315,65,22,104,35.3,61,20.7,65,22,126,42.7
25Q294,All Grade,2015,All tudent,290,317,55,19,85,29.3,81,27.9,69,23.8,150,51.7
25Q294,All Grade,2016,All tudent,264,330,29,11,64,24.2,67,25.4,104,39.4,171,64.8
25Q294,All Grade,2017,All tudent,238,327,31,13,54,22.7,67,28.2,86,36.1,153,64.3
25Q499,3,2013,All tudent,53,322,2,3.8,18,34,19,35.8,14,26.4,33,62.3
25Q499,3,2014,All tudent,45,334,1,2.2,8,17.8,13,28.9,23,51.1,36,80
25Q499,3,2015,All tudent,50,327,4,8,10,20,19,38,17,34,36,72
25Q499,3,2016,All tudent,50,332,3,6,11,22,13,26,23,46,36,72
25Q499,3,2017,All tudent,45,341,4,8.9,5,11.1,11,24.4,25,55.6,36,80
25Q499,4,2013,All tudent,52,317,7,13.5,18,34.6,13,25,14,26.9,27,51.9
25Q499,4,2014,All tudent,55,325,3,5.5,16,29.1,17,30.9,19,34.5,36,65.5
25Q499,4,2015,All tudent,45,341,2,4.4,6,13.3,14,31.1,23,51.1,37,82.2
25Q499,4,2016,All tudent,48,335,1,2.1,7,14.6,17,35.4,23,47.9,40,83.3
25Q499,4,2017,All tudent,50,322,3,6,19,38,13,26,15,30,28,56
25Q499,5,2013,All tudent,52,328,5,9.6,14,26.9,21,40.4,12,23.1,33,63.5
25Q499,5,2014,All tudent,54,325,10,18.5,11,20.4,16,29.6,17,31.5,33,61.1
25Q499,5,2015,All tudent,50,336,2,4,9,18,25,50,14,28,39,78
25Q499,5,2016,All tudent,47,344,0,0,11,23.4,14,29.8,22,46.8,36,76.6
25Q499,5,2017,All tudent,50,343,1,2,7,14,17,34,25,50,42,84
25Q499,6,2013,All tudent,58,326,5,8.6,15,25.9,21,36.2,17,29.3,38,65.5
25Q499,6,2014,All tudent,63,341,2,3.2,8,12.7,17,27,36,57.1,53,84.1
25Q499,6,2015,All tudent,51,333,2,3.9,14,27.5,14,27.5,21,41.2,35,68.6
25Q499,6,2016,All tudent,52,341,2,3.8,5,9.6,15,28.8,30,57.7,45,86.5
25Q499,6,2017,All tudent,54,338,4,7.4,10,18.5,17,31.5,23,42.6,40,74.1
25Q499,7,2013,All tudent,51,325,9,17.6,11,21.6,17,33.3,14,27.5,31,60.8
25Q499,7,2014,All tudent,56,334,3,5.4,14,25,20,35.7,19,33.9,39,69.6
25Q499,7,2015,All tudent,58,344,1,1.7,10,17.2,22,37.9,25,43.1,47,81
25Q499,7,2016,All tudent,50,338,4,8,11,22,15,30,20,40,35,70
25Q499,7,2017,All tudent,50,346,2,4,5,10,19,38,24,48,43,86
25Q499,8,2013,All tudent,47,343,0,0,10,21.3,17,36.2,20,42.6,37,78.7
25Q499,8,2014,All tudent,48,348,3,6.3,8,16.7,12,25,25,52.1,37,77.1
25Q499,8,2015,All tudent,53,336,3,5.7,14,26.4,15,28.3,21,39.6,36,67.9
25Q499,8,2016,All tudent,20,330,1,5,5,25,9,45,5,25,14,70
25Q499,8,2017,All tudent,21,306,5,23.8,9,42.9,5,23.8,2,9.5,7,33.3
25Q499,All Grade,2013,All tudent,313,327,28,8.9,86,27.5,108,34.5,91,29.1,199,63.6
25Q499,All Grade,2014,All tudent,321,334,22,6.9,65,20.2,95,29.6,139,43.3,234,72.9
25Q499,All Grade,2015,All tudent,307,336,14,4.6,63,20.5,109,35.5,121,39.4,230,74.9
25Q499,All Grade,2016,All tudent,267,337,11,4.1,50,18.7,83,31.1,123,46.1,206,77.2
25Q499,All Grade,2017,All tudent,270,335,19,7,55,20.4,82,30.4,114,42.2,196,72.6
26Q018,3,2013,All tudent,87,315,10,11.5,30,34.5,33,37.9,14,16.1,47,54
26Q018,3,2014,All tudent,94,331,3,3.2,19,20.2,38,40.4,34,36.2,72,76.6
26Q018,3,2015,All tudent,95,324,10,10.5,24,25.3,27,28.4,34,35.8,61,64.2
26Q018,3,2016,All tudent,134,328,13,9.7,29,21.6,39,29.1,53,39.6,92,68.7
26Q018,3,2017,All tudent,123,333,9,7.3,18,14.6,43,35,53,43.1,96,78
26Q018,4,2013,All tudent,52,309,5,9.6,29,55.8,11,21.2,7,13.5,18,34.6
26Q018,4,2014,All tudent,85,325,7,8.2,26,30.6,18,21.2,34,40,52,61.2
26Q018,4,2015,All tudent,90,333,3,3.3,23,25.6,23,25.6,41,45.6,64,71.1
26Q018,4,2016,All tudent,94,334,8,8.5,14,14.9,29,30.9,43,45.7,72,76.6
26Q018,4,2017,All tudent,125,332,10,8,30,24,25,20,60,48,85,68
26Q018,5,2013,All tudent,77,331,9,11.7,21,27.3,21,27.3,26,33.8,47,61
26Q018,5,2014,All tudent,53,315,6,11.3,26,49.1,15,28.3,6,11.3,21,39.6
26Q018,5,2015,All tudent,82,321,12,14.6,21,25.6,28,34.1,21,25.6,49,59.8
26Q018,5,2016,All tudent,84,325,7,8.3,32,38.1,26,31,19,22.6,45,53.6
26Q018,5,2017,All tudent,98,326,17,17.3,21,21.4,25,25.5,35,35.7,60,61.2
26Q018,All Grade,2013,All tudent,216,319,24,11.1,80,37,65,30.1,47,21.8,112,51.9
26Q018,All Grade,2014,All tudent,232,325,16,6.9,71,30.6,71,30.6,74,31.9,145,62.5
26Q018,All Grade,2015,All tudent,267,326,25,9.4,68,25.5,78,29.2,96,36,174,65.2
26Q018,All Grade,2016,All tudent,312,329,28,9,75,24,94,30.1,115,36.9,209,67
26Q018,All Grade,2017,All tudent,346,331,36,10.4,69,19.9,93,26.9,148,42.8,241,69.7
26Q026,3,2013,All tudent,113,326,5,4.4,28,24.8,53,46.9,27,23.9,80,70.8
26Q026,3,2014,All tudent,87,324,6,6.9,26,29.9,28,32.2,27,31,55,63.2
26Q026,3,2015,All tudent,94,327,8,8.5,16,17,42,44.7,28,29.8,70,74.5
26Q026,3,2016,All tudent,106,328,7,6.6,25,23.6,33,31.1,41,38.7,74,69.8
26Q026,3,2017,All tudent,108,342,5,4.6,14,13,26,24.1,63,58.3,89,82.4
26Q026,4,2013,All tudent,75,323,9,12,19,25.3,26,34.7,21,28,47,62.7
26Q026,4,2014,All tudent,117,327,11,9.4,30,25.6,37,31.6,39,33.3,76,65
26Q026,4,2015,All tudent,89,322,6,6.7,35,39.3,22,24.7,26,29.2,48,53.9
26Q026,4,2016,All tudent,100,337,6,6,18,18,24,24,52,52,76,76
26Q026,4,2017,All tudent,119,325,15,12.6,32,26.9,31,26.1,41,34.5,72,60.5
26Q026,5,2013,All tudent,97,323,10,10.3,34,35.1,33,34,20,20.6,53,54.6
26Q026,5,2014,All tudent,68,338,6,8.8,13,19.1,23,33.8,26,38.2,49,72.1
26Q026,5,2015,All tudent,111,327,17,15.3,26,23.4,33,29.7,35,31.5,68,61.3
26Q026,5,2016,All tudent,95,325,15,15.8,29,30.5,25,26.3,26,27.4,51,53.7
26Q026,5,2017,All tudent,102,332,11,10.8,26,25.5,31,30.4,34,33.3,65,63.7
26Q026,All Grade,2013,All tudent,285,324,24,8.4,81,28.4,112,39.3,68,23.9,180,63.2
26Q026,All Grade,2014,All tudent,272,329,23,8.5,69,25.4,88,32.4,92,33.8,180,66.2
26Q026,All Grade,2015,All tudent,294,325,31,10.5,77,26.2,97,33,89,30.3,186,63.3
26Q026,All Grade,2016,All tudent,301,330,28,9.3,72,23.9,82,27.2,119,39.5,201,66.8
26Q026,All Grade,2017,All tudent,329,333,31,9.4,72,21.9,88,26.7,138,41.9,226,68.7
26Q031,3,2013,All tudent,73,329,4,5.5,17,23.3,26,35.6,26,35.6,52,71.2
26Q031,3,2014,All tudent,81,333,2,2.5,15,18.5,31,38.3,33,40.7,64,79
26Q031,3,2015,All tudent,82,324,14,17.1,18,22,20,24.4,30,36.6,50,61
26Q031,3,2016,All tudent,86,320,8,9.3,30,34.9,23,26.7,25,29.1,48,55.8
26Q031,3,2017,All tudent,71,333,5,7,13,18.3,22,31,31,43.7,53,74.6
26Q031,4,2013,All tudent,90,326,4,4.4,25,27.8,33,36.7,28,31.1,61,67.8
26Q031,4,2014,All tudent,73,334,4,5.5,13,17.8,26,35.6,30,41.1,56,76.7
26Q031,4,2015,All tudent,85,330,6,7.1,22,25.9,25,29.4,32,37.6,57,67.1
26Q031,4,2016,All tudent,93,324,7,7.5,26,28,27,29,33,35.5,60,64.5
26Q031,4,2017,All tudent,84,328,4,4.8,28,33.3,22,26.2,30,35.7,52,61.9
26Q031,5,2013,All tudent,75,332,11,14.7,15,20,22,29.3,27,36,49,65.3
26Q031,5,2014,All tudent,88,337,5,5.7,21,23.9,29,33,33,37.5,62,70.5
26Q031,5,2015,All tudent,78,340,5,6.4,15,19.2,29,37.2,29,37.2,58,74.4
26Q031,5,2016,All tudent,80,341,5,6.3,21,26.3,18,22.5,36,45,54,67.5
26Q031,5,2017,All tudent,92,340,8,8.7,21,22.8,27,29.3,36,39.1,63,68.5
26Q031,All Grade,2013,All tudent,238,329,19,8,57,23.9,81,34,81,34,162,68.1
26Q031,All Grade,2014,All tudent,242,335,11,4.5,49,20.2,86,35.5,96,39.7,182,75.2
26Q031,All Grade,2015,All tudent,245,331,25,10.2,55,22.4,74,30.2,91,37.1,165,67.3
26Q031,All Grade,2016,All tudent,259,328,20,7.7,77,29.7,68,26.3,94,36.3,162,62.5
26Q031,All Grade,2017,All tudent,247,334,17,6.9,62,25.1,71,28.7,97,39.3,168,68
26Q041,3,2013,All tudent,94,328,4,4.3,21,22.3,40,42.6,29,30.9,69,73.4
26Q041,3,2014,All tudent,88,335,5,5.7,14,15.9,27,30.7,42,47.7,69,78.4
26Q041,3,2015,All tudent,85,331,3,3.5,21,24.7,22,25.9,39,45.9,61,71.8
26Q041,3,2016,All tudent,93,338,6,6.5,11,11.8,27,29,49,52.7,76,81.7
26Q041,3,2017,All tudent,77,339,3,3.9,12,15.6,20,26,42,54.5,62,80.5
26Q041,4,2013,All tudent,94,338,3,3.2,12,12.8,31,33,48,51.1,79,84
26Q041,4,2014,All tudent,91,340,3,3.3,15,16.5,28,30.8,45,49.5,73,80.2
26Q041,4,2015,All tudent,85,341,3,3.5,15,17.6,20,23.5,47,55.3,67,78.8
26Q041,4,2016,All tudent,93,352,4,4.3,8,8.6,18,19.4,63,67.7,81,87.1
26Q041,4,2017,All tudent,95,349,3,3.2,9,9.5,22,23.2,61,64.2,83,87.4
26Q041,5,2013,All tudent,85,347,4,4.7,7,8.2,32,37.6,42,49.4,74,87.1
26Q041,5,2014,All tudent,94,354,1,1.1,3,3.2,28,29.8,62,66,90,95.7
26Q041,5,2015,All tudent,91,341,7,7.7,10,11,32,35.2,42,46.2,74,81.3
26Q041,5,2016,All tudent,84,343,7,8.3,16,19,20,23.8,41,48.8,61,72.6
26Q041,5,2017,All tudent,88,348,7,8,6,6.8,28,31.8,47,53.4,75,85.2
26Q041,All Grade,2013,All tudent,273,337,11,4,40,14.7,103,37.7,119,43.6,222,81.3
26Q041,All Grade,2014,All tudent,273,343,9,3.3,32,11.7,83,30.4,149,54.6,232,85
26Q041,All Grade,2015,All tudent,261,338,13,5,46,17.6,74,28.4,128,49,202,77.4
26Q041,All Grade,2016,All tudent,270,344,17,6.3,35,13,65,24.1,153,56.7,218,80.7
26Q041,All Grade,2017,All tudent,260,346,13,5,27,10.4,70,26.9,150,57.7,220,84.6
26Q046,3,2013,All tudent,86,333,8,9.3,17,19.8,21,24.4,40,46.5,61,70.9
26Q046,3,2014,All tudent,92,334,5,5.4,19,20.7,27,29.3,41,44.6,68,73.9
26Q046,3,2015,All tudent,98,332,4,4.1,14,14.3,37,37.8,43,43.9,80,81.6
26Q046,3,2016,All tudent,94,350,0,0,10,10.6,22,23.4,62,66,84,89.4
26Q046,3,2017,All tudent,84,345,1,1.2,9,10.7,29,34.5,45,53.6,74,88.1
26Q046,4,2013,All tudent,90,336,11,12.2,10,11.1,15,16.7,54,60,69,76.7
26Q046,4,2014,All tudent,89,342,3,3.4,16,18,19,21.3,51,57.3,70,78.7
26Q046,4,2015,All tudent,97,335,7,7.2,9,9.3,29,29.9,52,53.6,81,83.5
26Q046,4,2016,All tudent,98,352,3,3.1,9,9.2,17,17.3,69,70.4,86,87.8
26Q046,4,2017,All tudent,95,344,3,3.2,12,12.6,23,24.2,57,60,80,84.2
26Q046,5,2013,All tudent,72,329,9,12.5,17,23.6,26,36.1,20,27.8,46,63.9
26Q046,5,2014,All tudent,93,341,7,7.5,15,16.1,27,29,44,47.3,71,76.3
26Q046,5,2015,All tudent,94,346,5,5.3,12,12.8,26,27.7,51,54.3,77,81.9
26Q046,5,2016,All tudent,92,344,6,6.5,9,9.8,32,34.8,45,48.9,77,83.7
26Q046,5,2017,All tudent,101,348,6,5.9,4,4,34,33.7,57,56.4,91,90.1
26Q046,All Grade,2013,All tudent,248,333,28,11.3,44,17.7,62,25,114,46,176,71
26Q046,All Grade,2014,All tudent,274,339,15,5.5,50,18.2,73,26.6,136,49.6,209,76.3
26Q046,All Grade,2015,All tudent,289,338,16,5.5,35,12.1,92,31.8,146,50.5,238,82.4
26Q046,All Grade,2016,All tudent,284,349,9,3.2,28,9.9,71,25,176,62,247,87
26Q046,All Grade,2017,All tudent,280,346,10,3.6,25,8.9,86,30.7,159,56.8,245,87.5
26Q067,6,2013,All tudent,288,337,17,5.9,52,18.1,78,27.1,141,49,219,76
26Q067,6,2014,All tudent,294,347,6,2,39,13.3,75,25.5,174,59.2,249,84.7
26Q067,6,2015,All tudent,305,346,13,4.3,48,15.7,58,19,186,61,244,80
26Q067,6,2016,All tudent,301,343,15,5,53,17.6,69,22.9,164,54.5,233,77.4
26Q067,6,2017,All tudent,267,342,20,7.5,45,16.9,50,18.7,152,56.9,202,75.7
26Q067,7,2013,All tudent,301,335,22,7.3,72,23.9,110,36.5,97,32.2,207,68.8
26Q067,7,2014,All tudent,279,337,21,7.5,54,19.4,88,31.5,116,41.6,204,73.1
26Q067,7,2015,All tudent,211,334,11,5.2,44,20.9,91,43.1,65,30.8,156,73.9
26Q067,7,2016,All tudent,232,337,16,6.9,51,22,78,33.6,87,37.5,165,71.1
26Q067,7,2017,All tudent,235,334,15,6.4,51,21.7,90,38.3,79,33.6,169,71.9
26Q067,8,2013,All tudent,289,335,16,5.5,70,24.2,105,36.3,98,33.9,203,70.2
26Q067,8,2014,All tudent,294,340,8,2.7,68,23.1,112,38.1,106,36.1,218,74.1
26Q067,All Grade,2013,All tudent,878,336,55,6.3,194,22.1,293,33.4,336,38.3,629,71.6
26Q067,All Grade,2014,All tudent,867,341,35,4,161,18.6,275,31.7,396,45.7,671,77.4
26Q067,All Grade,2015,All tudent,516,341,24,4.7,92,17.8,149,28.9,251,48.6,400,77.5
26Q067,All Grade,2016,All tudent,533,340,31,5.8,104,19.5,147,27.6,251,47.1,398,74.7
26Q067,All Grade,2017,All tudent,502,338,35,7,96,19.1,140,27.9,231,46,371,73.9
26Q074,6,2013,All tudent,301,336,16,5.3,70,23.3,63,20.9,152,50.5,215,71.4
26Q074,6,2014,All tudent,348,345,15,4.3,49,14.1,73,21,211,60.6,284,81.6
26Q074,6,2015,All tudent,377,343,23,6.1,56,14.9,76,20.2,222,58.9,298,79
26Q074,6,2016,All tudent,356,347,22,6.2,53,14.9,59,16.6,222,62.4,281,78.9
26Q074,6,2017,All tudent,347,349,23,6.6,40,11.5,64,18.4,220,63.4,284,81.8
26Q074,7,2013,All tudent,332,334,22,6.6,80,24.1,113,34,117,35.2,230,69.3
26Q074,7,2014,All tudent,301,338,14,4.7,57,18.9,107,35.5,123,40.9,230,76.4
26Q074,7,2015,All tudent,342,340,26,7.6,53,15.5,103,30.1,160,46.8,263,76.9
26Q074,7,2016,All tudent,374,345,24,6.4,50,13.4,102,27.3,198,52.9,300,80.2
26Q074,7,2017,All tudent,382,340,30,7.9,61,16,120,31.4,171,44.8,291,76.2
26Q074,8,2013,All tudent,289,335,15,5.2,75,26,105,36.3,94,32.5,199,68.9
26Q074,8,2014,All tudent,198,327,12,6.1,63,31.8,85,42.9,38,19.2,123,62.1
26Q074,8,2015,All tudent,178,321,14,7.9,69,38.8,66,37.1,29,16.3,95,53.4
26Q074,8,2016,All tudent,220,321,29,13.2,73,33.2,64,29.1,54,24.5,118,53.6
26Q074,8,2017,All tudent,244,319,34,13.9,84,34.4,78,32,48,19.7,126,51.6
26Q074,All Grade,2013,All tudent,922,335,53,5.7,225,24.4,281,30.5,363,39.4,644,69.8
26Q074,All Grade,2014,All tudent,847,338,41,4.8,169,20,265,31.3,372,43.9,637,75.2
26Q074,All Grade,2015,All tudent,897,338,63,7,178,19.8,245,27.3,411,45.8,656,73.1
26Q074,All Grade,2016,All tudent,950,340,75,7.9,176,18.5,225,23.7,474,49.9,699,73.6
26Q074,All Grade,2017,All tudent,973,338,87,8.9,185,19,262,26.9,439,45.1,701,72
26Q094,3,2013,All tudent,69,319,3,4.3,30,43.5,23,33.3,13,18.8,36,52.2
26Q094,3,2014,All tudent,62,326,3,4.8,17,27.4,25,40.3,17,27.4,42,67.7
26Q094,3,2015,All tudent,69,333,3,4.3,18,26.1,14,20.3,34,49.3,48,69.6
26Q094,3,2016,All tudent,56,321,5,8.9,14,25,18,32.1,19,33.9,37,66.1
26Q094,3,2017,All tudent,41,331,2,4.9,7,17.1,13,31.7,19,46.3,32,78
26Q094,4,2013,All tudent,76,322,4,5.3,23,30.3,30,39.5,19,25,49,64.5
26Q094,4,2014,All tudent,71,331,1,1.4,21,29.6,27,38,22,31,49,69
26Q094,4,2015,All tudent,56,323,6,10.7,17,30.4,11,19.6,22,39.3,33,58.9
26Q094,4,2016,All tudent,67,334,4,6,14,20.9,17,25.4,32,47.8,49,73.1
26Q094,4,2017,All tudent,59,328,3,5.1,16,27.1,14,23.7,26,44.1,40,67.8
26Q094,5,2013,All tudent,78,324,7,9,28,35.9,23,29.5,20,25.6,43,55.1
26Q094,5,2014,All tudent,79,338,4,5.1,13,16.5,28,35.4,34,43,62,78.5
26Q094,5,2015,All tudent,73,327,8,11,8,11,38,52.1,19,26,57,78.1
26Q094,5,2016,All tudent,58,332,7,12.1,14,24.1,13,22.4,24,41.4,37,63.8
26Q094,5,2017,All tudent,70,339,5,7.1,8,11.4,28,40,29,41.4,57,81.4
