DBN,Grade,Year,Demographic,NumberTeted,Meancalecore,NumLevel1,PctLevel1,NumLevel2,PctLevel2,NumLevel3,PctLevel3,NumLevel4,PctLevel4,NumLevel3and4,PctLevel3and4
07X369,3,2013,All tudent,48,280,25,52.1,19,39.6,4,8.3,0,0,4,8.3
07X369,3,2014,All tudent,39,268,31,79.5,5,12.8,3,7.7,0,0,3,7.7
07X369,3,2015,All tudent,27,268,20,74.1,5,18.5,1,3.7,1,3.7,2,7.4
07X369,3,2016,All tudent,37,271,22,59.5,12,32.4,3,8.1,0,0,3,8.1
07X369,3,2017,All tudent,43,279,20,46.5,19,44.2,4,9.3,0,0,4,9.3
07X369,4,2013,All tudent,50,283,23,46,17,34,8,16,2,4,10,20
07X369,4,2014,All tudent,49,271,31,63.3,12,24.5,5,10.2,1,2,6,12.2
07X369,4,2015,All tudent,37,267,24,64.9,11,29.7,2,5.4,0,0,2,5.4
07X369,4,2016,All tudent,24,272,17,70.8,3,12.5,4,16.7,0,0,4,16.7
07X369,4,2017,All tudent,34,258,23,67.6,10,29.4,1,2.9,0,0,1,2.9
07X369,5,2013,All tudent,42,281,28,66.7,7,16.7,6,14.3,1,2.4,7,16.7
07X369,5,2014,All tudent,51,276,34,66.7,13,25.5,3,5.9,1,2,4,7.8
07X369,5,2015,All tudent,44,283,26,59.1,15,34.1,3,6.8,0,0,3,6.8
07X369,5,2016,All tudent,35,266,25,71.4,8,22.9,2,5.7,0,0,2,5.7
07X369,5,2017,All tudent,29,284,16,55.2,8,27.6,5,17.2,0,0,5,17.2
07X369,All Grade,2013,All tudent,140,281,76,54.3,43,30.7,18,12.9,3,2.1,21,15
07X369,All Grade,2014,All tudent,139,272,96,69.1,30,21.6,11,7.9,2,1.4,13,9.4
07X369,All Grade,2015,All tudent,108,274,70,64.8,31,28.7,6,5.6,1,0.9,7,6.5
07X369,All Grade,2016,All tudent,96,269,64,66.7,23,24,9,9.4,0,0,9,9.4
07X369,All Grade,2017,All tudent,106,274,59,55.7,37,34.9,10,9.4,0,0,10,9.4
07X385,3,2013,All tudent,108,269,75,69.4,25,23.1,7,6.5,1,0.9,8,7.4
07X385,3,2014,All tudent,70,275,44,62.9,19,27.1,6,8.6,1,1.4,7,10
07X385,4,2013,All tudent,80,275,44,55,29,36.3,6,7.5,1,1.3,7,8.8
07X385,4,2014,All tudent,79,270,53,67.1,16,20.3,6,7.6,4,5.1,10,12.7
07X385,4,2015,All tudent,67,256,51,76.1,16,23.9,0,0,0,0,0,0
07X385,5,2013,All tudent,78,267,59,75.6,14,17.9,5,6.4,0,0,5,6.4
07X385,5,2014,All tudent,66,267,50,75.8,12,18.2,3,4.5,1,1.5,4,6.1
07X385,5,2015,All tudent,63,272,44,69.8,13,20.6,4,6.3,2,3.2,6,9.5
07X385,5,2016,All tudent,55,259,46,83.6,8,14.5,1,1.8,0,0,1,1.8
07X385,All Grade,2013,All tudent,266,270,178,66.9,68,25.6,18,6.8,2,0.8,20,7.5
07X385,All Grade,2014,All tudent,215,271,147,68.4,47,21.9,15,7,6,2.8,21,9.8
07X385,All Grade,2015,All tudent,130,264,95,73.1,29,22.3,4,3.1,2,1.5,6,4.6
07X385,All Grade,2016,All tudent,55,259,46,83.6,8,14.5,1,1.8,0,0,1,1.8
07X500,6,2013,All tudent,64,284,29,45.3,26,40.6,9,14.1,0,0,9,14.1
07X500,6,2014,All tudent,69,280,36,52.2,29,42,2,2.9,2,2.9,4,5.8
07X500,6,2015,All tudent,69,285,30,43.5,34,49.3,4,5.8,1,1.4,5,7.2
07X500,6,2016,All tudent,47,291,15,31.9,24,51.1,6,12.8,2,4.3,8,17
07X500,6,2017,All tudent,53,297,14,26.4,24,45.3,9,17,6,11.3,15,28.3
07X500,7,2013,All tudent,51,314,7,13.7,23,45.1,18,35.3,3,5.9,21,41.2
07X500,7,2014,All tudent,64,288,34,53.1,21,32.8,9,14.1,0,0,9,14.1
07X500,7,2015,All tudent,60,278,42,70,16,26.7,2,3.3,0,0,2,3.3
07X500,7,2016,All tudent,59,279,39,66.1,19,32.2,1,1.7,0,0,1,1.7
07X500,7,2017,All tudent,46,290,20,43.5,15,32.6,11,23.9,0,0,11,23.9
07X500,8,2013,All tudent,71,299,20,28.2,41,57.7,10,14.1,0,0,10,14.1
07X500,8,2014,All tudent,26,289,10,38.5,16,61.5,0,0,0,0,0,0
07X500,8,2015,All tudent,18,224,17,94.4,1,5.6,0,0,0,0,0,0
07X500,8,2016,All tudent,44,268,31,70.5,12,27.3,1,2.3,0,0,1,2.3
07X500,8,2017,All tudent,37,251,34,91.9,3,8.1,0,0,0,0,0,0
07X500,All Grade,2013,All tudent,186,298,56,30.1,90,48.4,37,19.9,3,1.6,40,21.5
07X500,All Grade,2014,All tudent,159,285,80,50.3,66,41.5,11,6.9,2,1.3,13,8.2
07X500,All Grade,2015,All tudent,147,274,89,60.5,51,34.7,6,4.1,1,0.7,7,4.8
07X500,All Grade,2016,All tudent,150,280,85,56.7,55,36.7,8,5.3,2,1.3,10,6.7
07X500,All Grade,2017,All tudent,136,282,68,50,42,30.9,20,14.7,6,4.4,26,19.1
07X551,6,2013,All tudent,77,268,52,67.5,24,31.2,1,1.3,0,0,1,1.3
07X551,6,2014,All tudent,92,267,65,70.7,23,25,4,4.3,0,0,4,4.3
07X551,6,2015,All tudent,83,278,46,55.4,24,28.9,9,10.8,4,4.8,13,15.7
07X551,6,2016,All tudent,77,272,40,51.9,33,42.9,4,5.2,0,0,4,5.2
07X551,6,2017,All tudent,81,271,53,65.4,23,28.4,4,4.9,1,1.2,5,6.2
07X551,7,2013,All tudent,66,271,54,81.8,11,16.7,1,1.5,0,0,1,1.5
07X551,7,2014,All tudent,69,276,48,69.6,18,26.1,3,4.3,0,0,3,4.3
07X551,7,2015,All tudent,89,268,70,78.7,17,19.1,1,1.1,1,1.1,2,2.2
07X551,7,2016,All tudent,81,272,56,69.1,21,25.9,4,4.9,0,0,4,4.9
07X551,7,2017,All tudent,69,275,46,66.7,18,26.1,5,7.2,0,0,5,7.2
07X551,8,2013,All tudent,78,278,48,61.5,24,30.8,6,7.7,0,0,6,7.7
07X551,8,2014,All tudent,69,267,58,84.1,9,13,2,2.9,0,0,2,2.9
07X551,8,2015,All tudent,69,266,45,65.2,21,30.4,2,2.9,1,1.4,3,4.3
07X551,8,2016,All tudent,90,257,76,84.4,10,11.1,4,4.4,0,0,4,4.4
07X551,8,2017,All tudent,80,255,66,82.5,14,17.5,0,0,0,0,0,0
07X551,All Grade,2013,All tudent,221,272,154,69.7,59,26.7,8,3.6,0,0,8,3.6
07X551,All Grade,2014,All tudent,230,270,171,74.3,50,21.7,9,3.9,0,0,9,3.9
07X551,All Grade,2015,All tudent,241,271,161,66.8,62,25.7,12,5,6,2.5,18,7.5
07X551,All Grade,2016,All tudent,248,266,172,69.4,64,25.8,12,4.8,0,0,12,4.8
07X551,All Grade,2017,All tudent,230,267,165,71.7,55,23.9,9,3.9,1,0.4,10,4.3
08X014,3,2013,All tudent,108,311,17,15.7,45,41.7,27,25,19,17.6,46,42.6
08X014,3,2014,All tudent,99,311,9,9.1,46,46.5,32,32.3,12,12.1,44,44.4
08X014,3,2015,All tudent,89,308,17,19.1,34,38.2,22,24.7,16,18,38,42.7
08X014,3,2016,All tudent,90,304,16,17.8,38,42.2,24,26.7,12,13.3,36,40
08X014,3,2017,All tudent,104,308,18,17.3,38,36.5,34,32.7,14,13.5,48,46.2
08X014,4,2013,All tudent,98,299,21,21.4,49,50,20,20.4,8,8.2,28,28.6
08X014,4,2014,All tudent,111,298,32,28.8,46,41.4,19,17.1,14,12.6,33,29.7
08X014,4,2015,All tudent,98,299,25,25.5,43,43.9,24,24.5,6,6.1,30,30.6
08X014,4,2016,All tudent,96,295,28,29.2,41,42.7,19,19.8,8,8.3,27,28.1
08X014,4,2017,All tudent,87,302,21,24.1,32,36.8,23,26.4,11,12.6,34,39.1
08X014,5,2013,All tudent,107,306,36,33.6,38,35.5,23,21.5,10,9.3,33,30.8
08X014,5,2014,All tudent,105,314,22,21,35,33.3,27,25.7,21,20,48,45.7
08X014,5,2015,All tudent,121,315,23,19,41,33.9,38,31.4,19,15.7,57,47.1
08X014,5,2016,All tudent,104,308,27,26,41,39.4,27,26,9,8.7,36,34.6
08X014,5,2017,All tudent,94,306,28,29.8,30,31.9,26,27.7,10,10.6,36,38.3
08X014,6,2014,All tudent,1,,,,,,,,,,,
08X014,All Grade,2013,All tudent,313,306,74,23.6,132,42.2,70,22.4,37,11.8,107,34.2
08X014,All Grade,2014,All tudent,316,307,64,20.3,127,40.2,78,24.7,47,14.9,125,39.6
08X014,All Grade,2015,All tudent,308,308,65,21.1,118,38.3,84,27.3,41,13.3,125,40.6
08X014,All Grade,2016,All tudent,290,303,71,24.5,120,41.4,70,24.1,29,10,99,34.1
08X014,All Grade,2017,All tudent,285,306,67,23.5,100,35.1,83,29.1,35,12.3,118,41.4
08X036,3,2013,All tudent,95,312,14,14.7,36,37.9,30,31.6,15,15.8,45,47.4
08X036,3,2014,All tudent,105,309,21,20,34,32.4,32,30.5,18,17.1,50,47.6
08X036,3,2015,All tudent,108,303,27,25,42,38.9,25,23.1,14,13,39,36.1
08X036,3,2016,All tudent,119,299,31,26.1,48,40.3,27,22.7,13,10.9,40,33.6
08X036,3,2017,All tudent,101,308,16,15.8,40,39.6,33,32.7,12,11.9,45,44.6
08X036,4,2013,All tudent,94,295,37,39.4,33,35.1,15,16,9,9.6,24,25.5
08X036,4,2014,All tudent,95,308,27,28.4,30,31.6,19,20,19,20,38,40
08X036,4,2015,All tudent,103,297,33,32,39,37.9,16,15.5,15,14.6,31,30.1
08X036,4,2016,All tudent,103,299,39,37.9,27,26.2,21,20.4,16,15.5,37,35.9
08X036,4,2017,All tudent,111,300,34,30.6,39,35.1,26,23.4,12,10.8,38,34.2
08X036,5,2013,All tudent,119,311,23,19.3,48,40.3,40,33.6,8,6.7,48,40.3
08X036,5,2014,All tudent,98,314,26,26.5,33,33.7,18,18.4,21,21.4,39,39.8
08X036,5,2015,All tudent,99,315,20,20.2,30,30.3,31,31.3,18,18.2,49,49.5
08X036,5,2016,All tudent,106,310,33,31.1,31,29.2,22,20.8,20,18.9,42,39.6
08X036,5,2017,All tudent,117,314,34,29.1,32,27.4,27,23.1,24,20.5,51,43.6
08X036,All Grade,2013,All tudent,308,306,74,24,117,38,85,27.6,32,10.4,117,38
08X036,All Grade,2014,All tudent,298,310,74,24.8,97,32.6,69,23.2,58,19.5,127,42.6
08X036,All Grade,2015,All tudent,310,305,80,25.8,111,35.8,72,23.2,47,15.2,119,38.4
08X036,All Grade,2016,All tudent,328,303,103,31.4,106,32.3,70,21.3,49,14.9,119,36.3
08X036,All Grade,2017,All tudent,329,308,84,25.5,111,33.7,86,26.1,48,14.6,134,40.7
08X048,3,2013,All tudent,115,279,60,52.2,46,40,4,3.5,5,4.3,9,7.8
08X048,3,2014,All tudent,102,278,60,58.8,32,31.4,7,6.9,3,2.9,10,9.8
08X048,3,2015,All tudent,118,278,66,55.9,43,36.4,8,6.8,1,0.8,9,7.6
08X048,3,2016,All tudent,108,276,60,55.6,37,34.3,7,6.5,4,3.7,11,10.2
08X048,3,2017,All tudent,107,273,58,54.2,38,35.5,10,9.3,1,0.9,11,10.3
08X048,4,2013,All tudent,106,288,42,39.6,43,40.6,19,17.9,2,1.9,21,19.8
08X048,4,2014,All tudent,115,283,52,45.2,50,43.5,9,7.8,4,3.5,13,11.3
08X048,4,2015,All tudent,104,274,48,46.2,46,44.2,5,4.8,5,4.8,10,9.6
08X048,4,2016,All tudent,122,282,62,50.8,34,27.9,21,17.2,5,4.1,26,21.3
08X048,4,2017,All tudent,108,267,70,64.8,30,27.8,5,4.6,3,2.8,8,7.4
08X048,5,2013,All tudent,115,288,67,58.3,27,23.5,19,16.5,2,1.7,21,18.3
08X048,5,2014,All tudent,110,284,65,59.1,32,29.1,11,10,2,1.8,13,11.8
08X048,5,2015,All tudent,112,286,64,57.1,36,32.1,9,8,3,2.7,12,10.7
08X048,5,2016,All tudent,95,277,63,66.3,27,28.4,2,2.1,3,3.2,5,5.3
08X048,5,2017,All tudent,122,285,68,55.7,38,31.1,13,10.7,3,2.5,16,13.1
08X048,All Grade,2013,All tudent,336,285,169,50.3,116,34.5,42,12.5,9,2.7,51,15.2
08X048,All Grade,2014,All tudent,327,282,177,54.1,114,34.9,27,8.3,9,2.8,36,11
08X048,All Grade,2015,All tudent,334,279,178,53.3,125,37.4,22,6.6,9,2.7,31,9.3
08X048,All Grade,2016,All tudent,325,279,185,56.9,98,30.2,30,9.2,12,3.7,42,12.9
08X048,All Grade,2017,All tudent,337,275,196,58.2,106,31.5,28,8.3,7,2.1,35,10.4
08X062,3,2013,All tudent,91,284,44,48.4,35,38.5,10,11,2,2.2,12,13.2
08X062,3,2014,All tudent,118,286,49,41.5,49,41.5,16,13.6,4,3.4,20,16.9
08X062,3,2015,All tudent,108,285,53,49.1,38,35.2,16,14.8,1,0.9,17,15.7
08X062,3,2016,All tudent,106,298,27,25.5,46,43.4,23,21.7,10,9.4,33,31.1
08X062,3,2017,All tudent,104,293,29,27.9,41,39.4,29,27.9,5,4.8,34,32.7
08X062,4,2013,All tudent,97,286,39,40.2,40,41.2,15,15.5,3,3.1,18,18.6
08X062,4,2014,All tudent,93,289,39,41.9,33,35.5,16,17.2,5,5.4,21,22.6
08X062,4,2015,All tudent,105,295,33,31.4,40,38.1,24,22.9,8,7.6,32,30.5
08X062,4,2016,All tudent,105,288,43,41,35,33.3,17,16.2,10,9.5,27,25.7
08X062,4,2017,All tudent,105,292,38,36.2,38,36.2,22,21,7,6.7,29,27.6
08X062,5,2013,All tudent,109,277,83,76.1,19,17.4,6,5.5,1,0.9,7,6.4
08X062,5,2014,All tudent,101,295,44,43.6,39,38.6,12,11.9,6,5.9,18,17.8
08X062,5,2015,All tudent,98,283,56,57.1,33,33.7,8,8.2,1,1,9,9.2
08X062,5,2016,All tudent,112,295,42,37.5,48,42.9,18,16.1,4,3.6,22,19.6
08X062,5,2017,All tudent,93,285,49,52.7,26,28,18,19.4,0,0,18,19.4
08X062,All Grade,2013,All tudent,297,282,166,55.9,94,31.6,31,10.4,6,2,37,12.5
08X062,All Grade,2014,All tudent,312,290,132,42.3,121,38.8,44,14.1,15,4.8,59,18.9
08X062,All Grade,2015,All tudent,311,288,142,45.7,111,35.7,48,15.4,10,3.2,58,18.6
08X062,All Grade,2016,All tudent,323,294,112,34.7,129,39.9,58,18,24,7.4,82,25.4
08X062,All Grade,2017,All tudent,302,290,116,38.4,105,34.8,69,22.8,12,4,81,26.8
08X069,3,2013,All tudent,76,312,12,15.8,30,39.5,22,28.9,12,15.8,34,44.7
08X069,3,2014,All tudent,84,328,5,6,23,27.4,25,29.8,31,36.9,56,66.7
08X069,3,2015,All tudent,70,333,4,5.7,15,21.4,21,30,30,42.9,51,72.9
08X069,3,2016,All tudent,80,318,11,13.8,28,35,18,22.5,23,28.8,41,51.3
08X069,3,2017,All tudent,92,316,16,17.4,24,26.1,27,29.3,25,27.2,52,56.5
08X069,4,2013,All tudent,81,301,22,27.2,30,37,25,30.9,4,4.9,29,35.8
08X069,4,2014,All tudent,72,307,14,19.4,29,40.3,19,26.4,10,13.9,29,40.3
08X069,4,2015,All tudent,88,312,8,9.1,38,43.2,31,35.2,11,12.5,42,47.7
08X069,4,2016,All tudent,82,311,18,22,25,30.5,20,24.4,19,23.2,39,47.6
08X069,4,2017,All tudent,84,312,15,17.9,30,35.7,21,25,18,21.4,39,46.4
08X069,5,2013,All tudent,107,309,24,22.4,42,39.3,36,33.6,5,4.7,41,38.3
08X069,5,2014,All tudent,77,314,14,18.2,28,36.4,28,36.4,7,9.1,35,45.5
08X069,5,2015,All tudent,74,304,22,29.7,26,35.1,18,24.3,8,10.8,26,35.1
08X069,5,2016,All tudent,92,310,21,22.8,33,35.9,27,29.3,11,12,38,41.3
08X069,5,2017,All tudent,79,315,12,15.2,29,36.7,25,31.6,13,16.5,38,48.1
08X069,All Grade,2013,All tudent,264,307,58,22,102,38.6,83,31.4,21,8,104,39.4
08X069,All Grade,2014,All tudent,233,317,33,14.2,80,34.3,72,30.9,48,20.6,120,51.5
08X069,All Grade,2015,All tudent,232,316,34,14.7,79,34.1,70,30.2,49,21.1,119,51.3
08X069,All Grade,2016,All tudent,254,313,50,19.7,86,33.9,65,25.6,53,20.9,118,46.5
08X069,All Grade,2017,All tudent,255,314,43,16.9,83,32.5,73,28.6,56,22,129,50.6
08X071,3,2013,All tudent,199,299,61,30.7,74,37.2,48,24.1,16,8,64,32.2
08X071,3,2014,All tudent,191,305,46,24.1,62,32.5,55,28.8,28,14.7,83,43.5
08X071,3,2015,All tudent,181,305,48,26.5,61,33.7,44,24.3,28,15.5,72,39.8
08X071,3,2016,All tudent,189,296,62,32.8,72,38.1,34,18,21,11.1,55,29.1
08X071,3,2017,All tudent,195,294,69,35.4,62,31.8,47,24.1,17,8.7,64,32.8
08X071,4,2013,All tudent,229,292,86,37.6,90,39.3,44,19.2,9,3.9,53,23.1
08X071,4,2014,All tudent,200,304,49,24.5,71,35.5,52,26,28,14,80,40
08X071,4,2015,All tudent,197,305,48,24.4,70,35.5,45,22.8,34,17.3,79,40.1
08X071,4,2016,All tudent,202,308,45,22.3,69,34.2,46,22.8,42,20.8,88,43.6
08X071,4,2017,All tudent,211,302,53,25.1,88,41.7,39,18.5,31,14.7,70,33.2
08X071,5,2013,All tudent,204,301,74,36.3,67,32.8,55,27,8,3.9,63,30.9
08X071,5,2014,All tudent,227,301,80,35.2,76,33.5,55,24.2,16,7,71,31.3
08X071,5,2015,All tudent,192,312,47,24.5,55,28.6,71,37,19,9.9,90,46.9
08X071,5,2016,All tudent,185,312,39,21.1,68,36.8,55,29.7,23,12.4,78,42.2
08X071,5,2017,All tudent,207,308,68,32.9,56,27.1,60,29,23,11.1,83,40.1
08X071,6,2013,All tudent,197,318,20,10.2,80,40.6,51,25.9,46,23.4,97,49.2
08X071,6,2014,All tudent,184,320,19,10.3,63,34.2,45,24.5,57,31,102,55.4
08X071,6,2015,All tudent,197,316,25,12.7,73,37.1,50,25.4,49,24.9,99,50.3
08X071,6,2016,All tudent,178,325,13,7.3,50,28.1,50,28.1,65,36.5,115,64.6
08X071,6,2017,All tudent,176,319,22,12.5,60,34.1,45,25.6,49,27.8,94,53.4
08X071,7,2013,All tudent,185,303,64,34.6,74,40,41,22.2,6,3.2,47,25.4
08X071,7,2014,All tudent,183,313,48,26.2,60,32.8,49,26.8,26,14.2,75,41
08X071,7,2015,All tudent,176,315,31,17.6,62,35.2,65,36.9,18,10.2,83,47.2
08X071,7,2016,All tudent,180,308,48,26.7,69,38.3,41,22.8,22,12.2,63,35
08X071,7,2017,All tudent,171,311,34,19.9,75,43.9,50,29.2,12,7,62,36.3
08X071,8,2013,All tudent,146,310,26,17.8,72,49.3,34,23.3,14,9.6,48,32.9
08X071,8,2014,All tudent,174,315,21,12.1,81,46.6,40,23,32,18.4,72,41.4
08X071,8,2015,All tudent,178,316,28,15.7,72,40.4,47,26.4,31,17.4,78,43.8
08X071,8,2016,All tudent,160,321,19,11.9,59,36.9,48,30,34,21.3,82,51.3
08X071,8,2017,All tudent,168,306,41,24.4,69,41.1,42,25,16,9.5,58,34.5
08X071,All Grade,2013,All tudent,1160,303,331,28.5,457,39.4,273,23.5,99,8.5,372,32.1
08X071,All Grade,2014,All tudent,1159,309,263,22.7,413,35.6,296,25.5,187,16.1,483,41.7
08X071,All Grade,2015,All tudent,1121,311,227,20.2,393,35.1,322,28.7,179,16,501,44.7
08X071,All Grade,2016,All tudent,1094,311,226,20.7,387,35.4,274,25,207,18.9,481,44
08X071,All Grade,2017,All tudent,1128,306,287,25.4,410,36.3,283,25.1,148,13.1,431,38.2
08X072,3,2013,All tudent,104,295,38,36.5,34,32.7,27,26,5,4.8,32,30.8
08X072,3,2014,All tudent,133,288,53,39.8,58,43.6,19,14.3,3,2.3,22,16.5
08X072,3,2015,All tudent,130,287,57,43.8,56,43.1,12,9.2,5,3.8,17,13.1
08X072,3,2016,All tudent,110,285,50,45.5,42,38.2,13,11.8,5,4.5,18,16.4
08X072,3,2017,All tudent,97,291,41,42.3,32,33,15,15.5,9,9.3,24,24.7
08X072,4,2013,All tudent,134,299,44,32.8,44,32.8,29,21.6,17,12.7,46,34.3
08X072,4,2014,All tudent,101,306,25,24.8,36,35.6,23,22.8,17,16.8,40,39.6
08X072,4,2015,All tudent,144,286,65,45.1,41,28.5,22,15.3,16,11.1,38,26.4
08X072,4,2016,All tudent,113,295,36,31.9,52,46,12,10.6,13,11.5,25,22.1
08X072,4,2017,All tudent,108,286,55,50.9,28,25.9,15,13.9,10,9.3,25,23.1
08X072,5,2013,All tudent,120,290,62,51.7,33,27.5,22,18.3,3,2.5,25,20.8
08X072,5,2014,All tudent,127,302,43,33.9,49,38.6,22,17.3,13,10.2,35,27.6
08X072,5,2015,All tudent,99,298,40,40.4,29,29.3,23,23.2,7,7.1,30,30.3
08X072,5,2016,All tudent,128,294,62,48.4,38,29.7,20,15.6,8,6.3,28,21.9
08X072,5,2017,All tudent,113,302,42,37.2,32,28.3,25,22.1,14,12.4,39,34.5
08X072,All Grade,2013,All tudent,358,295,144,40.2,111,31,78,21.8,25,7,103,28.8
08X072,All Grade,2014,All tudent,361,298,121,33.5,143,39.6,64,17.7,33,9.1,97,26.9
08X072,All Grade,2015,All tudent,373,290,162,43.4,126,33.8,57,15.3,28,7.5,85,22.8
08X072,All Grade,2016,All tudent,351,291,148,42.2,132,37.6,45,12.8,26,7.4,71,20.2
08X072,All Grade,2017,All tudent,318,293,138,43.4,92,28.9,55,17.3,33,10.4,88,27.7
08X075,3,2013,All tudent,80,285,36,45,28,35,14,17.5,2,2.5,16,20
08X075,3,2014,All tudent,87,286,37,42.5,33,37.9,13,14.9,4,4.6,17,19.5
08X075,3,2015,All tudent,82,280,48,58.5,26,31.7,7,8.5,1,1.2,8,9.8
08X075,3,2016,All tudent,93,290,36,38.7,37,39.8,10,10.8,10,10.8,20,21.5
08X075,3,2017,All tudent,102,295,39,38.2,34,33.3,17,16.7,12,11.8,29,28.4
08X075,4,2013,All tudent,77,297,27,35.1,23,29.9,18,23.4,9,11.7,27,35.1
08X075,4,2014,All tudent,76,303,25,32.9,24,31.6,10,13.2,17,22.4,27,35.5
08X075,4,2015,All tudent,92,283,46,50,24,26.1,18,19.6,4,4.3,22,23.9
08X075,4,2016,All tudent,90,284,42,46.7,26,28.9,16,17.8,6,6.7,22,24.4
08X075,4,2017,All tudent,86,285,42,48.8,19,22.1,17,19.8,8,9.3,25,29.1
08X075,5,2013,All tudent,87,290,43,49.4,29,33.3,10,11.5,5,5.7,15,17.2
08X075,5,2014,All tudent,79,307,26,32.9,19,24.1,26,32.9,8,10.1,34,43
08X075,5,2015,All tudent,73,298,31,42.5,18,24.7,17,23.3,7,9.6,24,32.9
08X075,5,2016,All tudent,87,289,46,52.9,26,29.9,11,12.6,4,4.6,15,17.2
08X075,5,2017,All tudent,86,295,37,43,30,34.9,17,19.8,2,2.3,19,22.1
08X075,All Grade,2013,All tudent,244,291,106,43.4,80,32.8,42,17.2,16,6.6,58,23.8
08X075,All Grade,2014,All tudent,242,298,88,36.4,76,31.4,49,20.2,29,12,78,32.2
08X075,All Grade,2015,All tudent,247,287,125,50.6,68,27.5,42,17,12,4.9,54,21.9
08X075,All Grade,2016,All tudent,270,288,124,45.9,89,33,37,13.7,20,7.4,57,21.1
08X075,All Grade,2017,All tudent,274,292,118,43.1,83,30.3,51,18.6,22,8,73,26.6
08X093,3,2013,All tudent,59,300,14,23.7,27,45.8,15,25.4,3,5.1,18,30.5
08X093,3,2014,All tudent,64,290,22,34.4,33,51.6,8,12.5,1,1.6,9,14.1
08X093,3,2015,All tudent,44,295,17,38.6,17,38.6,6,13.6,4,9.1,10,22.7
08X093,3,2016,All tudent,52,284,26,50,17,32.7,6,11.5,3,5.8,9,17.3
08X093,3,2017,All tudent,40,280,16,40,19,47.5,5,12.5,0,0,5,12.5
08X093,4,2013,All tudent,45,285,21,46.7,17,37.8,5,11.1,2,4.4,7,15.6
08X093,4,2014,All tudent,58,294,15,25.9,26,44.8,15,25.9,2,3.4,17,29.3
08X093,4,2015,All tudent,69,275,41,59.4,21,30.4,7,10.1,0,0,7,10.1
08X093,4,2016,All tudent,42,290,16,38.1,19,45.2,4,9.5,3,7.1,7,16.7
08X093,4,2017,All tudent,52,283,30,57.7,11,21.2,4,7.7,7,13.5,11,21.2
08X093,5,2013,All tudent,53,290,26,49.1,16,30.2,9,17,2,3.8,11,20.8
08X093,5,2014,All tudent,42,286,25,59.5,7,16.7,8,19,2,4.8,10,23.8
08X093,5,2015,All tudent,56,291,24,42.9,16,28.6,16,28.6,0,0,16,28.6
08X093,5,2016,All tudent,60,286,35,58.3,17,28.3,7,11.7,1,1.7,8,13.3
08X093,5,2017,All tudent,43,307,10,23.3,18,41.9,11,25.6,4,9.3,15,34.9
08X093,All Grade,2013,All tudent,157,293,61,38.9,60,38.2,29,18.5,7,4.5,36,22.9
08X093,All Grade,2014,All tudent,164,290,62,37.8,66,40.2,31,18.9,5,3,36,22
08X093,All Grade,2015,All tudent,169,286,82,48.5,54,32,29,17.2,4,2.4,33,19.5
08X093,All Grade,2016,All tudent,154,287,77,50,53,34.4,17,11,7,4.5,24,15.6
08X093,All Grade,2017,All tudent,135,289,56,41.5,48,35.6,20,14.8,11,8.1,31,23
08X100,3,2013,All tudent,69,284,33,47.8,28,40.6,5,7.2,3,4.3,8,11.6
08X100,3,2014,All tudent,100,291,29,29,53,53,16,16,2,2,18,18
08X100,3,2015,All tudent,92,295,30,32.6,43,46.7,13,14.1,6,6.5,19,20.7
08X100,3,2016,All tudent,91,273,56,61.5,30,33,4,4.4,1,1.1,5,5.5
08X100,3,2017,All tudent,90,261,70,77.8,12,13.3,7,7.8,1,1.1,8,8.9
08X100,4,2013,All tudent,101,290,37,36.6,44,43.6,17,16.8,3,3,20,19.8
08X100,4,2014,All tudent,76,276,46,60.5,22,28.9,7,9.2,1,1.3,8,10.5
08X100,4,2015,All tudent,98,281,43,43.9,46,46.9,6,6.1,3,3.1,9,9.2
08X100,4,2016,All tudent,87,277,50,57.5,26,29.9,9,10.3,2,2.3,11,12.6
08X100,4,2017,All tudent,86,267,54,62.8,30,34.9,2,2.3,0,0,2,2.3
08X100,5,2013,All tudent,103,292,56,54.4,31,30.1,8,7.8,8,7.8,16,15.5
08X100,5,2014,All tudent,97,293,44,45.4,38,39.2,12,12.4,3,3.1,15,15.5
08X100,5,2015,All tudent,72,289,39,54.2,17,23.6,13,18.1,3,4.2,16,22.2
08X100,5,2016,All tudent,100,296,41,41,39,39,18,18,2,2,20,20
08X100,5,2017,All tudent,89,277,59,66.3,21,23.6,9,10.1,0,0,9,10.1
08X100,All Grade,2013,All tudent,273,289,126,46.2,103,37.7,30,11,14,5.1,44,16.1
08X100,All Grade,2014,All tudent,273,288,119,43.6,113,41.4,35,12.8,6,2.2,41,15
08X100,All Grade,2015,All tudent,262,288,112,42.7,106,40.5,32,12.2,12,4.6,44,16.8
08X100,All Grade,2016,All tudent,278,282,147,52.9,95,34.2,31,11.2,5,1.8,36,12.9
08X100,All Grade,2017,All tudent,265,268,183,69.1,63,23.8,18,6.8,1,0.4,19,7.2
08X101,6,2013,All tudent,173,302,48,27.7,70,40.5,33,19.1,22,12.7,55,31.8
08X101,6,2014,All tudent,170,305,50,29.4,52,30.6,33,19.4,35,20.6,68,40
08X101,6,2015,All tudent,163,310,34,20.9,61,37.4,31,19,37,22.7,68,41.7
08X101,6,2016,All tudent,151,306,38,25.2,49,32.5,32,21.2,32,21.2,64,42.4
